,Output,nCell,Batch_ASW_batch,Batch_ASW_site,graph_connectivity,graph_connectivity.l1,graph_iLISI,ARI,ARI.l1,AMI,AMI.l1,graph_cLISI,graph_cLISI.l1,isolated_labels_ASW,isolated_labels_ASW.l1
scMDC-louvain,Embedding,9026.0,0.8649712560576605,0.8409991218856716,0.859734955922529,0.79808243637513,0.17731291928758433,0.3936152734567681,0.4199229325732027,0.6904297953924411,0.6735366335049655,0.9886257960141575,0.9982851060065886,0.7213166753451029,0.6007797948084772
SeuratV4-louvain,Graph,9026.0,0.8846758969075763,0.9364200562098963,0.13815085039943292,0.3935897838002771,0.3721641491953883,0.6648249867428636,0.6492409206893204
SeuratV4-louvain,Graph,9026.0,0.8846758969075763,0.9364200562098963,0.3935897838002771,0.3721641491953883,0.6648249867428636,0.6492409206893204
totalVI_batch-louvain,Embedding,9026.0,0.8937149841247513,0.9240428241059727,0.9080250488169297,0.929696723318252,0.40382716743822544,0.7109337415956172,0.6510281841696869,0.7818744352405207,0.7506489644553038,0.987532696302938,0.9934396055590504,0.5580895931149522,0.5448523366823792
totalVI-louvain,Embedding,9026.0,0.8630627344233404,0.8261637223829463,0.900902537874235,0.9331619261090408,0.10748830581653164,0.3755978247857781,0.360348785528345,0.6324003805407172,0.6339797546574125,0.9861651634714871,0.9939655709140417,0.5932698597510656,0.5400093676522374
bindSC-louvain,Embedding,9026.0,0.9176353354784128,0.903996542169495,0.8846293951006156,0.9160599181557764,0.27563159244588387,0.4908036613599505,0.48945580809054356,0.7213227592772743,0.7134795886984507,0.9839255265481482,0.9933715777280968,0.5545738885800043,0.5615670110099018
CiteFuse-louvain,Graph,9026.0,1.0,1.0,0.09924364981625605,0.0,0.0,-1.616198915343812e-15,-2.287717763707675e-12
CiteFuse-louvain,Graph,9026.0,1.0,1.0,0.0,0.0,-1.616198915343812e-15,-2.287717763707675e-12
MaxFuse-louvain,Embedding,9026.0,0.9050534300725521,0.9118636368815787,0.8984934469553004,0.9359704718497366,0.3496933256136717,0.535480048885295,0.5354629321486047,0.7243028019330281,0.7063705824022289,0.9828384888741777,0.9870615471827932,0.5351677667349577,0.5334325931034982
MOFA2-louvain,Embedding,9026.0,0.8441255606700176,0.8345639585165477,0.8068457905629656,0.8825047534209203,0.13722404549436967,0.36531775070235484,0.32212023771066367,0.638211030742803,0.6200702083671077,0.9843821910543291,0.9915462951431115,0.6187504182259241,0.5428449165076017
multigrate_batch-louvain,Embedding,9026.0,0.837221783128993,0.9066467566370717,0.8277728567231304,0.901118717319353,0.435903966432101,0.49250195952543707,0.4688102922193064,0.7378852726356049,0.7009884714169063,0.9881189854862863,0.9967103868889191,0.6448395599921545,0.5916283667087555
multigrate-louvain,Embedding,9026.0,0.8578868095774317,0.8559039248478613,0.7942225213800136,0.8818453957337811,0.20579097251632197,0.3644344947962192,0.33558240175340526,0.6590245753700883,0.6273691606021609,0.9864698409125097,0.9948696881890429,0.615045969064037,0.5769530147314071
SCALEX-louvain,Embedding,9026.0,0.8901698276020923,0.8969513397196321,0.8220542694555159,0.8896970884048828,0.27728797505927166,0.47018594395820035,0.5076433965630412,0.6815334571952079,0.6856579915518194,0.9782252521819939,0.9911161233289625,0.46122535069783527,0.574433027417399
sciPENN_batch-louvain,Embedding,9026.0,0.9555947813689784,0.972753129689907,0.4900260879420648,0.78914989521694,0.490622317961104,0.3516610126535056,0.4412772998708136,0.3911186365148406,0.43854106522065683,0.90754911674824,0.7371247388893493,0.44806650653481483,0.47260329499840736
sciPENN-louvain,Embedding,9026.0,0.9440995078051666,0.9615805264567268,0.4727111728665831,0.7981044609941662,0.4992974822682799,0.3012680924225661,0.3770888891550958,0.3346944791650515,0.37289632556021435,0.9008792996584849,0.7226353574813595,0.462720051407814,0.4688093414064497
scMDC-louvain,Embedding,9026.0,0.8838759935552029,0.8684326930367068,0.9018681299666134,0.7882685354706643,0.20114695134732472,0.4192830038267378,0.4349736637781649,0.7159174212381001,0.6931144498408796,0.9911161928267322,0.9987311234881717,0.6009530276060104,0.6186749963089824
SeuratV4-louvain,Graph,9026.0,0.879498742303263,0.9302509012711259,0.16605128273704953,0.386706155809304,0.3670729239334595,0.6615151910907127,0.6415952595338028
SeuratV4-louvain,Graph,9026.0,0.879498742303263,0.9302509012711259,0.386706155809304,0.3670729239334595,0.6615151910907127,0.6415952595338028
totalVI_batch-louvain,Embedding,9026.0,0.8970998943984475,0.9263146212822592,0.9092102407014901,0.948579204093113,0.42469241589586865,0.6891683606720713,0.6195188733028499,0.7560433012636383,0.7146570544218995,0.9869063185576205,0.9917818208337152,0.5411976569642624,0.5384595220908522
totalVI-louvain,Embedding,9026.0,0.8952724544557952,0.8677866264284273,0.8928132602663899,0.9342992734666298,0.1390371066303964,0.37288597788451705,0.35626381771719906,0.6447559838977395,0.6314072738690967,0.9837332282378547,0.9890447180066615,0.5733176544308662,0.5319594485219568
bindSC-louvain,Embedding,9026.0,0.9055764886449942,0.8785115381119016,0.8868884140304459,0.9532302096042488,0.20245567344728882,0.5199183081433509,0.47955362066560164,0.7287936880603968,0.7083588442475331,0.9862146975004822,0.9953196023979286,0.5938284347454706,0.5739339889958501
CiteFuse-louvain,Graph,9026.0,1.0,1.0,0.14536231652381124,0.0,0.0,-1.616198915343812e-15,-2.287717763707675e-12
CiteFuse-louvain,Graph,9026.0,1.0,1.0,0.0,0.0,-1.616198915343812e-15,-2.287717763707675e-12
MaxFuse-louvain,Embedding,9026.0,0.9065821324679579,0.9118446205883343,0.9254343556328354,0.9514152734446245,0.28381928390740185,0.47508681787010465,0.4538508059703687,0.7230168813896554,0.6871946166315609,0.985958734062567,0.9909195340587009,0.561556413769722,0.5393139468505979
MOFA2-louvain,Embedding,9026.0,0.8496106454007282,0.8022057797382839,0.7859489832873082,0.897631579623251,0.12657729770501794,0.3236705412367258,0.2851137565568933,0.6434542228190594,0.6172270325589841,0.9841740480768738,0.9935004656030468,0.6557871500651041,0.5527142411097884
multigrate_batch-louvain,Embedding,9026.0,0.8352004442193158,0.9119432808993289,0.8424899967464133,0.8986847875697433,0.42836426324539706,0.4958103799129938,0.43604083423540607,0.7330975896283595,0.6776937747212177,0.9851560775446625,0.9950705271458121,0.5487500211844841,0.5944432899355888
multigrate-louvain,Embedding,9026.0,0.8607529783561293,0.8639552532552885,0.7846612050457517,0.8919430527955445,0.2106418378223262,0.36979926112595535,0.3296090810816062,0.6795835964686138,0.6429054277100064,0.9851980044879077,0.9932514976187713,0.6902268826961517,0.5904061766341329
SCALEX-louvain,Embedding,9026.0,0.8648348020136101,0.8951467589549038,0.8550083462010979,0.9138104509504809,0.33047846092501376,0.44975117170157025,0.5217764854853801,0.7084912309034701,0.7039099266254079,0.9820554287393829,0.9924311641348021,0.5980659822622935,0.5784350962378084
sciPENN_batch-louvain,Embedding,9026.0,0.9496710636244258,0.9735834035378781,0.6126761696429885,0.8406490801340161,0.4936692753635617,0.43897418777769065,0.5681678358490595,0.5118456181563277,0.5726908928968274,0.9238349836213774,0.817512866409454,0.48514303627113503,0.4804959949105978
sciPENN-louvain,Embedding,9026.0,0.9573116503264928,0.9745545609927649,0.6000326269965588,0.8297625095055603,0.5014686640130157,0.4195043741009438,0.5336765217687685,0.4906906400684135,0.548936607596746,0.9197178223361564,0.7912783539821611,0.4855247152348359,0.47560049733147025
scMDC-louvain,Embedding,9026.0,0.8678545372465475,0.837031384813837,0.887598761889209,0.7965821339876633,0.1731899736457126,0.42470647884241874,0.40633581072630703,0.7195210114414134,0.6837709331155537,0.9901071505306547,0.9987099601291156,0.6291961769262949,0.616731521487236
SeuratV4-louvain,Graph,9026.0,0.9191259799021144,0.9392205414230788,0.13977721671153534,0.3967573171108421,0.35651446414119486,0.6720970567834484,0.6471415418188848
SeuratV4-louvain,Graph,9026.0,0.9191259799021144,0.9392205414230788,0.3967573171108421,0.35651446414119486,0.6720970567834484,0.6471415418188848
totalVI_batch-louvain,Embedding,9026.0,0.8851844894297249,0.9233466986488238,0.9211295561268548,0.9236221705876835,0.4048726918643906,0.6580589790329934,0.6062578179805281,0.7836371376966303,0.7512836939889974,0.9911770538617263,0.9961973855279724,0.5120650554696718,0.5464003732427954
totalVI-louvain,Embedding,9026.0,0.8569398184792207,0.8277656202640976,0.9133008960446978,0.9525346710931062,0.11251994215602323,0.38351586214220645,0.343321193962709,0.6442470733350633,0.6259441636468079,0.9870057271774271,0.9930541188107593,0.5696230319639047,0.536784702539444
bindSC-louvain,Embedding,9026.0,0.9035792468786428,0.8873226130565657,0.9057413987817229,0.927488159564492,0.22987755665907297,0.5173167963662079,0.48871814545390907,0.7231409023821554,0.7037972067782826,0.9859738478073857,0.9953512283714725,0.5889523799220721,0.5706744939088821
CiteFuse-louvain,Graph,9026.0,1.0,1.0,0.1043375563316972,0.0,0.0,-1.616198915343812e-15,-2.287717763707675e-12
CiteFuse-louvain,Graph,9026.0,1.0,1.0,0.0,0.0,-1.616198915343812e-15,-2.287717763707675e-12
MaxFuse-louvain,Embedding,9026.0,0.905074326547311,0.9118416617399525,0.9312672157059461,0.9513052738989026,0.31164220651567925,0.5409837609896374,0.525778680994328,0.7397400364970322,0.7169145116609098,0.9858755792111118,0.9922658606098163,0.5581418933967749,0.5385681638494134
MOFA2-louvain,Embedding,9026.0,0.8482806814293112,0.8102804508406592,0.8063423180388622,0.9107231400580449,0.13129547381528675,0.43506108495512885,0.36858230806647113,0.663220551163252,0.6381438302632386,0.9845272874528088,0.9937594200017963,0.653527115782102,0.5471839640289545
multigrate_batch-louvain,Embedding,9026.0,0.8358001697107422,0.9186898332594137,0.8196609098796275,0.8878016168001583,0.4369213576353539,0.437417147463663,0.3987980849158046,0.7281402118870078,0.6731187044153017,0.9876631177827082,0.995451267070265,0.5180333517491817,0.5981244675815105
multigrate-louvain,Embedding,9026.0,0.8594826977426123,0.8704571129210895,0.8044250358607512,0.8801604510872367,0.22213736172969423,0.41294886483999776,0.36515877528921636,0.666749813363709,0.6394703677502229,0.9863719533021604,0.9936079380578826,0.6598778913418452,0.586426417529583
SCALEX-louvain,Embedding,9026.0,0.8789527320698869,0.8953251793602235,0.8428671047438494,0.9318499296549863,0.3117667325218566,0.4082551360730553,0.49855304810435125,0.6979249452104774,0.6968681328651101,0.9827345996439862,0.9918836186130225,0.5442944100747505,0.5799448052886873
sciPENN_batch-louvain,Embedding,9026.0,0.9574764528975999,0.9720552391650235,0.6022820019073986,0.8416070303706722,0.49091018329663183,0.48891769640845684,0.5624446219170885,0.5220957744504595,0.5653452184319716,0.9207574426037386,0.8158226114847459,0.49717027321457863,0.4806038483977318
sciPENN-louvain,Embedding,9026.0,0.9566125862057209,0.9718766715691374,0.5615390235851517,0.8307277764219204,0.49475764596298916,0.37188789454642635,0.4583341783121851,0.5013616874993873,0.5476602876554351,0.9227676838029971,0.8049622741613601,0.47727627369264763,0.47298896927386525
scMDC-louvain,Embedding,9026.0,0.8707872559971497,0.8637389402796549,0.9119301189460296,0.9260811610120852,0.21849093778655482,0.4685754848742572,0.4373620242058556,0.7388836537833887,0.6983269314647058,0.9930422423953517,0.9985177120150254,0.61744757493337,0.6250761106610299
SeuratV4-louvain,Graph,9026.0,0.9155824060338174,0.9517572258464613,0.14945028464395946,0.39993577217919013,0.34888187658758874,0.6707138358523614,0.6430974895914153
SeuratV4-louvain,Graph,9026.0,0.9155824060338174,0.9517572258464613,0.39993577217919013,0.34888187658758874,0.6707138358523614,0.6430974895914153
totalVI_batch-louvain,Embedding,9026.0,0.8966391209903265,0.9272889818433638,0.8962500271906408,0.9540728876092048,0.4110105994154653,0.7330969433014827,0.6296395381008839,0.7828449761058065,0.7333644382521048,0.989654689257443,0.9948791258693611,0.5298399527867635,0.544329444388859
totalVI-louvain,Embedding,9026.0,0.8692245989594073,0.8411628402180225,0.8808232371084148,0.9419107965486138,0.12293484481056284,0.3985562841792649,0.36169230163376165,0.6647168115101938,0.6405374046804788,0.9864130873605398,0.9926809396505782,0.5540934192637602,0.5385776863899082
bindSC-louvain,Embedding,9026.0,0.9014874002462807,0.8794761770138392,0.9003307113019219,0.948378880583442,0.19972791491278602,0.5086606530016563,0.4694773042842365,0.7213002849146518,0.6993126466375543,0.9868982029569893,0.9958098677074106,0.5751940024395784,0.5751494161784649
CiteFuse-louvain,Graph,9026.0,1.0,1.0,0.12222228714132405,0.0,0.0,-1.616198915343812e-15,-2.287717763707675e-12
CiteFuse-louvain,Graph,9026.0,1.0,1.0,0.0,0.0,-1.616198915343812e-15,-2.287717763707675e-12
MaxFuse-louvain,Embedding,9026.0,0.899394919560264,0.8871401806801148,0.9408923029085035,0.9521929578246979,0.2665726513582833,0.5185410911911118,0.4793765137728904,0.7395425620553723,0.70398585500252,0.9874961230820382,0.9927385064076444,0.5725350752472878,0.5465474543860183
MOFA2-louvain,Embedding,9026.0,0.8473940804902274,0.8069590317381925,0.8170048325109593,0.8908529237844046,0.14225943911639402,0.3584550238322855,0.3142750115382942,0.6484507768284241,0.6188891026857125,0.9837518173074492,0.9948600163130058,0.6650599737962087,0.5546239770948886
multigrate_batch-louvain,Embedding,9026.0,0.8207466074511196,0.9083159848338351,0.8103503713944592,0.8430299968354517,0.4369487904705487,0.49269381044422267,0.46058792623769423,0.7419071845732086,0.6949860821605024,0.9840119343872934,0.9936980494761922,0.565018410483996,0.5938752509653569
multigrate-louvain,Embedding,9026.0,0.8374600564984873,0.8528733494410197,0.7562703745587586,0.8792523010797565,0.21736368128847525,0.33932611366975596,0.2931814137408295,0.6571414562809722,0.6124571781587755,0.9847927657687283,0.991884202408182,0.6437456359465917,0.5815525593236088
SCALEX-louvain,Embedding,9026.0,0.8729934405580663,0.8793515950846489,0.8421470862971131,0.9367438643281536,0.30469514559777533,0.41124766215282543,0.46513984986295936,0.6955760742411633,0.6866433420112822,0.9832138599196539,0.9921643181602603,0.57207819322745,0.5772352319210767
sciPENN_batch-louvain,Embedding,9026.0,0.9455876224350601,0.964468676961296,0.6749006459020876,0.8597541531060339,0.5052428523233465,0.5529882815897308,0.6170055340771944,0.6160514706507518,0.6582923875240784,0.9443632958992492,0.8855964046841697,0.48470559281607467,0.4885134494397789
sciPENN-louvain,Embedding,9026.0,0.9530057347111105,0.9648970891297383,0.6878006804439872,0.8628167582504649,0.5052243587783327,0.5375539133164405,0.6035232488438451,0.5960596294598942,0.6316443652729389,0.9432251079436921,0.8669671952354379,0.4880071173732479,0.48564605462743204
scMDC-louvain,Embedding,9026.0,0.8601082743000138,0.8202687541291286,0.8888494401025087,0.859185466785901,0.2045695571200867,0.42883188197399064,0.40865791055762685,0.7252114206852617,0.6817698991807642,0.9922172831087092,0.9984641609853353,0.5843596955140432,0.6279330551624298
SeuratV4-louvain,Graph,9026.0,0.906980717284104,0.9593590195003694,0.14375031025354648,0.40920502518158247,0.3793373112245882,0.6832347092218447,0.6551469611686362
SeuratV4-louvain,Graph,9026.0,0.906980717284104,0.9593590195003694,0.40920502518158247,0.3793373112245882,0.6832347092218447,0.6551469611686362
totalVI_batch-louvain,Embedding,9026.0,0.8968440815024767,0.9317596934049845,0.9209779735172304,0.9281089586554048,0.3951130792823143,0.7698420895769816,0.694851313308956,0.7944404851008947,0.7614938089033997,0.9898505651741967,0.9955749355289488,0.5130023285746574,0.5515374978072941
totalVI-louvain,Embedding,9026.0,0.8486886326882086,0.7983884104961197,0.8800540529760752,0.9583651608118849,0.09934366118033498,0.36044591209805743,0.31805846585702513,0.6376995764941253,0.6154942570324391,0.986234613808669,0.9928132040889651,0.5958113173643748,0.5394702084362507
bindSC-louvain,Embedding,9026.0,0.9057423792385849,0.8797684706994259,0.9140083505556442,0.9463456286757319,0.21342640228451992,0.4864116909206731,0.46303018451489153,0.7283631561926379,0.7011057323787168,0.9868525168765583,0.9953374351560353,0.575609194735686,0.5741427019238472
CiteFuse-louvain,Graph,9026.0,1.0,1.0,0.10974910228861301,0.0,0.0,-1.616198915343812e-15,-2.287717763707675e-12
CiteFuse-louvain,Graph,9026.0,1.0,1.0,0.0,0.0,-1.616198915343812e-15,-2.287717763707675e-12
MaxFuse-louvain,Embedding,9026.0,0.9018621756675461,0.9051548955202018,0.9305356842727883,0.9473179510813626,0.2825821670521904,0.4717924171874708,0.486387586119608,0.7299446029451033,0.713307321700666,0.9864758022747764,0.9902668464948466,0.5766954471667608,0.5399779926985502
MOFA2-louvain,Embedding,9026.0,0.841765304955787,0.8144498577087951,0.8141323305411793,0.890947299280073,0.1416475496869346,0.3372975083191656,0.3149056301227778,0.6394290990935273,0.6192477969733281,0.9833336480421955,0.9944149191902988,0.6725425918896993,0.5531690569594503
multigrate_batch-louvain,Embedding,9026.0,0.8267687349331656,0.9083913934150217,0.8288409046883417,0.9309505154657678,0.4330894527231717,0.4295603077385059,0.4122161696627619,0.7227988934928079,0.6799928669094719,0.9878319445626077,0.9960485640924259,0.5980624854564667,0.5946901911869645
multigrate-louvain,Embedding,9026.0,0.8529999423956531,0.8847471898709437,0.7626238898729162,0.8783354342195373,0.22971786165676103,0.3514097741185793,0.3197755481257658,0.677201248214941,0.6413751131026133,0.9854443968766908,0.9937329435286052,0.6252239098151525,0.5926056900061667
SCALEX-louvain,Embedding,9026.0,0.8719272680025855,0.8826027034935175,0.8499339220806529,0.914381673356292,0.27510087675238637,0.386214770109426,0.44213308397466233,0.6973454406115703,0.6845117408955709,0.9829818426687106,0.9915963091517467,0.551479863623778,0.5774913577595726
sciPENN_batch-louvain,Embedding,9026.0,0.9532258091041752,0.9682628448612901,0.6852645848379505,0.86270219455029,0.4980172611800749,0.5540173941030132,0.6035587795391962,0.5992275506663396,0.6251135870826271,0.931709832863291,0.84708920107709,0.47494755079969764,0.4851506123319268
sciPENN-louvain,Embedding,9026.0,0.9567920541652235,0.9685639884386362,0.6590987222663838,0.8460221282558218,0.4954771648637756,0.5358568473997608,0.6083121855761516,0.6046782152965132,0.6520508384718774,0.9325516718740293,0.8684198597862353,0.490578838934501,0.48418932408094406
scMDC-louvain,Embedding,9026.0,0.849638606935994,0.8077383150934025,0.8931318117200263,0.8424453386682652,0.15944252010413773,0.33886417876987607,0.35651068106055395,0.687131614813779,0.6660432461583414,0.9901783081976252,0.9985446082761046,0.7163848082224528,0.6228014232590795
SeuratV4-louvain,Graph,9026.0,0.9111396972362753,0.9367030030351223,0.1488667570637184,0.4072447217168898,0.365014689500015,0.6818603797115623,0.6558736315592255
SeuratV4-louvain,Graph,9026.0,0.9111396972362753,0.9367030030351223,0.4072447217168898,0.365014689500015,0.6818603797115623,0.6558736315592255
totalVI_batch-louvain,Embedding,9026.0,0.8881427845554327,0.9210742668915136,0.9182302073014523,0.9283413544314161,0.4023942766148203,0.6552173854971232,0.5923176599251556,0.7819050144097035,0.7386670076794541,0.9909087129018169,0.9965434743848329,0.5248667427028219,0.5485588965471834
totalVI-louvain,Embedding,9026.0,0.865277802157922,0.8402974958989765,0.9040174287678633,0.9471591300165842,0.1171591074839529,0.39025730484398147,0.3534127027414827,0.6529169766743361,0.6289529451471473,0.9871203018695893,0.9939894886994988,0.5810151845216751,0.5399500396102667
